Date,Calls,Query,Bookings Margin,Bookings Count,Issued Margin,Issued Count,Pending Margin,Pending Count,Same Month Margin,Same Month Count
9/25/2017,102,143,4141.9,69,5703.13,71,147.15,2,3626.35,57
9/24/2017,0,66,543.69,8,23.28,1,N/A,0,23.28,1
9/23/2017,66,107,1832.3,29,1425.02,24,42.75,3,1425.02,24
9/22/2017,55,105,4864.6,71,2637.58,61,283.42,4,1957.15,55
9/21/2017,66,110,5143.54,63,3435.51,50,2.1,2,2971.62,46
9/20/2017,58,106,4967.3,73,5368.45,53,51,1,4697.72,50
9/19/2017,65,105,5730.2,70,2523.85,49,326.72,4,2235.78,45
9/18/2017,62,142,5268.23,67,4831.03,74,298.31,4,3726.48,60
9/17/2017,0,0,571.69,5,0,0,489,1,0,0
9/16/2017,63,93,2449.45,28,1135.2,23,11.5,1,1036.65,20
9/15/2017,59,97,4490.66,71,2975.65,62,308.43,10,2250.03,55
9/14/2017,66,133,3491.53,61,1476.41,33,741.47,4,1275.12,31
9/13/2017,62,122,3446.93,58,3380.37,53,343.4,5,2356.91,43
9/12/2017,91,120,3953.72,65,3496.91,56,19.52,2,1949.64,45
9/11/2017,74,154,3865.14,77,3800.61,66,366.27,9,2739.98,55
9/10/2017,0,0,536.79,5,0,0,101.83,2,0,0
9/9/2017,59,105,1341.25,38,1472.31,35,153.96,2,1172.62,30
9/8/2017,76,110,6096.29,68,4964.22,65,859.73,5,3849.95,55
9/7/2017,79,133,3866.69,70,3030.52,53,74.43,3,2581.02,44
9/6/2017,77,119,2957.98,62,1915.45,52,69.59,3,1682.08,48
9/5/2017,94,159,12895.08,73,3381.7,57,273.01,5,2039.77,46
9/4/2017,80,146,4299.05,70,3928.22,58,666.29,5,3201.58,44
9/3/2017,0,0,971.69,10,0,0,N/A,0,0,0
9/2/2017,150,102,1742.3,26,1145.37,23,65.66,2,767.88,16
9/1/2017,0,119,6352.61,79,2799.5,53,306.76,6,1354.82,25
8/31/2017,64,110,2805.55,45,13642.06,138,60,1,7927.89,57
8/30/2017,152,117,4272.3,75,2815.75,61,22.23,5,1907.54,53
8/29/2017,0,115,2230.51,54,2668.4,50,0,2,1738.87,46
8/28/2017,228,110,2698.55,36,1568.85,41,630.85,1,1363.61,38
8/27/2017,0,0,354.65,8,0,0,152.22,2,0,0
8/26/2017,0,87,2247.16,38,1451.96,30,40.5,2,1451.96,30
8/25/2017,0,94,5888.34,67,4579.77,62,253.79,3,2843.3,55
8/24/2017,71,95,2844.72,66,1624.25,43,91.36,4,1466.19,40
8/23/2017,84,72,3074.54,58,3066.66,48,119.01,5,2816.99,43
8/22/2017,80,79,2614.03,68,2587.38,43,235.57,5,2405.52,42
8/21/2017,76,83,4417.62,70,4275.59,54,347.2,6,2731.3,40
8/20/2017,0,0,31.24,2,0,0,N/A,0,0,0
8/19/2017,164,76,2858.68,32,1660.59,36,N/A,0,1199.33,32
8/18/2017,0,76,4971.38,69,6775.25,59,526.76,8,4687.55,53
8/17/2017,48,81,3374.98,62,2650.74,49,257.4,3,2193.38,44
8/16/2017,77,78,3349.22,55,3989.37,57,65.43,3,3324.04,49
8/15/2017,252,82,4000.75,66,2960.15,44,44.8,5,2856.03,43
8/14/2017,0,97,2945.64,65,4908.53,66,81,1,3427.37,48
8/13/2017,0,0,244.27,4,0,0,40,1,0,0
8/12/2017,184,0,1978.06,37,2622.29,32,40.93,1,1754.87,26
8/11/2017,0,75,5214.93,62,5236.26,55,347.09,5,4606.5,48
8/10/2017,0,82,4606.91,53,2200.23,32,160.53,5,1902.98,29
8/9/2017,342,75,5628.02,75,4317.78,61,73.43,4,3998.42,56
8/8/2017,0,80,4713.88,70,6223.02,60,174.93,3,3414.83,47
8/7/2017,0,93,4052.83,56,3601.69,53,5.41,2,2435.95,41
8/6/2017,0,0,63.75,2,0,0,N/A,0,0,0
8/5/2017,0,75,2788.96,34,2709.3,35,75.5,1,1988.77,28
8/4/2017,408,83,4075.71,69,4718.74,79,208.5,3,2724.69,53
8/3/2017,0,78,4186.29,56,2847.08,40,0.67,2,2501.02,33
8/2/2017,0,79,11678.07,60,5712.36,49,89.25,6,3783.05,35
8/1/2017,0,92,7826.4,92,4548.73,64,350.42,6,3395.54,43
7/31/2017,119,83,5293.85,59,19927.21,115,112.13,4,11493.43,70
7/30/2017,0,0,116.18,5,271.79,1,32.13,1,N/A,0
7/29/2017,84,78,1387.7,32,1654.67,26,302.32,1,1024.06,24
7/28/2017,90,81,3562.38,59,5459.85,64,65.93,1,2742.95,48
7/27/2017,79,79,2379.56,43,3359.5,47,29.96,2,1871.35,41
7/26/2017,91,80,3259.97,63,6049.12,65,165.62,6,4520.15,56
7/25/2017,94,92,4062.05,59,3648.64,54,188.8,1,2799.7,47
7/24/2017,109,91,3395.17,51,7712.72,69,56.23,1,6871.26,64
7/23/2017,0,0,899.99,11,0,0,10.5,1,0,0
7/22/2017,115,81,4268.55,42,2316.23,30,532.76,3,2152.87,28
7/21/2017,108,83,6680.04,62,5565.79,64,34.26,4,4520.91,56
7/20/2017,105,91,5565.66,63,3763.23,46,117.68,4,3521.23,44
7/19/2017,107,85,3538.1,51,3630.4,48,56.1,2,2025.07,38
7/18/2017,109,98,6276.99,55,7202.18,53,131.73,3,3869.98,43
7/17/2017,382,100,6061.17,65,4087.97,60,352.02,3,3852.26,55
7/16/2017,0,0,259.09,8,0,0,37.53,1,0,0
7/15/2017,0,82,2991.72,36,2413.29,30,147.6,2,1923.2,27
7/14/2017,0,94,4487.69,63,3914.63,54,436.93,3,3778.92,49
7/13/2017,0,78,7264.51,70,6667.19,58,125.93,3,5248.95,52
7/12/2017,211,89,5686.07,65,3037.39,41,101.61,4,2520.16,39
7/11/2017,0,88,4478.6,65,4243.09,62,14,1,3558.65,56
7/10/2017,124,106,9327.79,58,3590.82,63,201.93,3,3106.94,54
7/9/2017,0,0,132.41,6,0,0,4.92,1,0,0
7/8/2017,94,85,1935.65,41,2689.4,35,89.98,3,1352.9,32
7/7/2017,101,83,6993.66,67,6020.47,66,248.06,1,4741.67,51
7/6/2017,87,79,5475.97,67,4287.63,77,35.5,2,2013.07,37
7/5/2017,125,86,5095.53,73,5662.51,53,278.49,5,4529.58,45
7/4/2017,114,84,6520.71,80,3758.36,68,94.74,2,2184.6,44
7/3/2017,115,98,4666.43,75,5532.38,68,72.77,3,2604.47,46
7/2/2017,0,0,182.18,5,0,0,N/A,0,0,0
7/1/2017,187,77,3488.9,46,3410.21,41,N/A,0,887.62,18
6/30/2017,0,79,3474.33,48,19524.39,114,N/A,0,10560.63,77
6/29/2017,196,100,3681.26,65,4591.13,62,N/A,0,2641.9,49
6/28/2017,0,94,5821.41,62,7242.89,73,84.94,3,3917.68,52
6/27/2017,103,87,3264.35,57,2423.81,49,107.73,1,1361.99,39
6/26/2017,102,100,2562.26,42,1514.68,31,N/A,0,1514.68,31
6/25/2017,0,0,1182.23,5,0,0,N/A,0,0,0
6/24/2017,98,75,2345.67,35,2054.51,32,N/A,0,1831.05,30
6/23/2017,80,93,3529.32,64,5769.97,77,103.1,4,2932.7,60
6/22/2017,60,81,4228.04,58,3606.06,42,6.13,1,2472.01,37
6/21/2017,82,81,2573.9,58,4639.38,50,N/A,0,1679.31,39
6/20/2017,78,86,3323.16,61,4975,55,83.73,4,1962.47,37
6/19/2017,178,96,4222.07,58,3575.66,58,46.29,2,3043.24,52
6/18/2017,0,0,443.72,7,0,0,16.51,1,0,0
6/17/2017,0,80,2535.97,36,3283.22,33,50.9,2,2820,31
6/16/2017,52,85,3700.66,63,2895.55,48,129.06,2,1982.28,39
6/15/2017,92,86,3604.93,49,3383.87,46,136.69,3,2734.71,39
6/14/2017,89,85,2998.51,49,2720.66,45,14.53,1,2145.53,41
6/13/2017,88,87,4019.87,55,3324.99,54,11.93,2,2775.96,51
6/12/2017,160,98,6993.25,74,4013.36,48,68.43,2,3783.1,41
6/11/2017,0,0,198.1,4,0,0,N/A,0,0,0
6/10/2017,0,79,2427.35,34,2353.84,38,0,1,1416.02,32
6/9/2017,63,92,6204.79,72,3007.46,48,64.8,2,2432.9,39
6/8/2017,62,84,4548.01,66,3291.91,51,71.7,2,2759.22,45
6/7/2017,71,82,3896.76,60,3960.6,63,N/A,0,3333.01,50
6/6/2017,86,78,3520.38,58,3922.23,49,75.66,4,1153.1,29
6/5/2017,71,87,9814.84,68,4824.5,58,55.64,2,2210.12,40
6/4/2017,0,0,351.57,2,0,0,347.26,1,0,0
6/3/2017,59,72,1399.5,33,1984.85,35,83.83,3,804.02,20
6/2/2017,70,92,7757.78,72,6281.77,59,146.9,3,4934.74,41
6/1/2017,64,85,4471.26,63,3645.76,43,15.97,1,1152.78,17
5/31/2017,113,81,4088.54,61,19401.4,100,36.51,5,9621.99,70
5/30/2017,171,89,2768.36,66,6006.33,65,7.1,2,2351.45,51
5/29/2017,0,89,1420.11,30,3256.99,45,32,1,1821.34,36
5/28/2017,0,0,333.29,3,0,0,37.91,1,0,0
5/27/2017,93,80,1624.48,33,4136.38,29,N/A,0,1717.52,24
5/26/2017,271,81,5238.11,65,4973.13,64,8.5,1,3137.8,52
5/25/2017,0,79,7072.56,75,3431.9,64,119.38,4,2044.07,54
5/24/2017,0,112,3918.85,62,2666.45,60,N/A,0,2488.35,55
5/23/2017,250,0,6120.84,86,4608.02,70,52.96,3,2391.15,54
5/22/2017,0,77,3860.08,60,2316.89,44,79.92,2,2164.37,41
5/21/2017,0,0,81.77,3,0,0,56.37,2,0,0
5/20/2017,0,78,2392.8,39,1304.67,29,127.53,1,1256.47,28
5/19/2017,92,82,5516.82,60,5959.88,72,0,1,3673.82,52
5/18/2017,77,82,2444.38,55,2675.78,42,0,1,2154.27,38
5/17/2017,98,90,3778.78,64,4308.81,55,44.67,4,3243.71,50
5/16/2017,109,97,5517.98,71,4038.99,45,104.32,2,3480.47,40
5/15/2017,84,112,5075.12,70,2840.13,49,25,1,2408.18,44
5/14/2017,0,0,388.59,6,0,0,28.13,2,0,0
5/13/2017,59,81,2697.94,34,3196.2,41,0.45,2,2754.2,37
5/12/2017,84,81,3714.72,59,3173.13,54,N/A,0,2670.67,49
5/11/2017,79,85,4087.71,62,3983.18,57,7.63,1,3931.99,55
5/10/2017,79,71,3011.55,56,4848.11,58,211.16,3,3249.23,48
5/9/2017,90,84,3594.1,72,3632.06,61,93,2,2150.62,50
5/8/2017,248,107,10695.1,78,2598.27,50,40.38,4,1638.48,45
5/7/2017,0,0,292.97,7,0,0,N/A,0,0,0
5/6/2017,0,83,3254.01,48,2939.75,41,38,1,2027.97,33
5/5/2017,77,89,5667.12,79,2759.63,52,598.32,6,2249.1,44
5/4/2017,84,94,5429.08,82,3644.96,59,25.5,1,2723.61,48
5/3/2017,122,86,4065.75,74,5014.3,65,69.13,1,2628.79,46
5/2/2017,188,99,6551.59,73,4943.91,61,532.78,5,1449.91,36
5/1/2017,0,112,3705.1,42,1614.29,27,9.24,3,715.94,15
4/30/2017,0,69,763.25,5,11769.02,48,N/A,0,4753.66,10
4/29/2017,104,90,2643.52,47,3247.27,48,-230.27,4,1633.76,38
4/28/2017,79,87,4971.37,69,9194.39,104,48.8,4,4826.46,77
4/27/2017,92,87,2972.8,49,4300.96,47,105.83,4,2007.12,39
4/26/2017,100,94,7023.23,57,4028.11,49,0,1,1822.89,43
4/25/2017,93,95,3004.74,83,4127.23,74,141.16,3,2684.48,60
4/24/2017,138,113,5010.36,74,5422.2,68,-1316.93,3,4695.44,60
4/23/2017,0,0,1316.9,8,0,0,119.06,1,0,0
4/22/2017,166,94,1153.31,29,2025.62,30,24.8,1,2025.62,30
4/21/2017,66,93,6922.11,81,5633.66,63,0,1,4088.67,53
4/20/2017,64,89,3940.12,50,3951.53,45,0,1,2782.16,40
4/19/2017,74,85,4862.76,58,3568.59,52,N/A,0,2813.6,46
4/18/2017,45,87,4105.91,56,3751.94,37,1.73,2,1837.64,30
4/17/2017,175,98,2482.85,27,1768.81,19,52.7,2,1682.18,18
4/16/2017,0,72,116.05,2,0,0,N/A,0,0,0
4/15/2017,0,70,1897.38,22,236.35,8,6.5,1,197.18,7
4/14/2017,0,89,2058.34,28,1735.87,27,694.29,2,1563.16,25
4/13/2017,60,83,7173.57,69,6480.99,61,229.72,2,5234.52,49
4/12/2017,56,85,4323.23,52,2669.66,41,19.83,1,2184.75,35
4/11/2017,92,85,5135.54,58,4045.75,63,17.5,1,3080.78,55
4/10/2017,110,106,5750.93,70,4379.27,68,20,1,4174.86,62
4/9/2017,0,74,227.84,7,0,0,N/A,0,0,0
4/8/2017,80,79,4024.81,48,1347.17,31,N/A,0,1101.79,26
4/7/2017,76,82,7075.65,63,4905.07,48,130.12,4,3527.62,35
4/6/2017,83,88,4770.29,51,5157.39,55,436.76,4,3806.25,40
4/5/2017,76,85,6319.79,63,3096.51,43,N/A,0,2262.54,32
4/4/2017,86,87,4543.54,55,4453.22,54,167.93,3,2440.79,39
4/3/2017,162,94,8224.47,66,4252.88,56,147.53,2,2364.83,37
4/2/2017,0,0,255.49,5,0,0,N/A,0,0,0
4/1/2017,0,83,4009.98,53,2186.05,41,N/A,0,1069.21,26
3/31/2017,59,75,4893.09,57,13247.61,95,87.95,3,10111.11,76
3/30/2017,170,78,4526.94,56,7306.46,78,220,1,3398.78,57
3/29/2017,0,84,3898.08,68,5806.83,66,32.65,2,3799.69,56
3/28/2017,95,92,4953.61,78,6003.98,70,114.92,2,3137.74,53
3/27/2017,118,104,4661.96,63,5505.9,53,25,1,3310.93,44
3/26/2017,0,74,405.4,7,0,0,N/A,0,0,0
3/25/2017,71,83,3375.36,34,3016.4,42,N/A,0,1031.66,25
3/24/2017,64,94,4658.24,60,4222.65,65,337.5,5,3365.56,58
3/23/2017,84,92,2334.88,62,3138.23,57,7.5,1,2164.68,48
3/22/2017,85,90,4665.58,66,5294.31,63,60.5,2,4998.83,58
3/21/2017,250,92,7480.46,70,5670.61,65,23.06,3,4263.86,53
3/20/2017,0,106,8636.09,73,4858.71,63,221.7,3,3660.35,53
3/19/2017,0,71,374.04,8,0,0,N/A,0,0,0
3/18/2017,84,83,2680.59,38,2648.99,35,64.11,2,2507.96,34
3/17/2017,85,85,5728.97,62,5160.12,57,285,1,4156.83,48
3/16/2017,114,91,4748.65,62,5387.01,58,653,3,3978.95,47
3/15/2017,109,86,3685.67,69,3083.2,56,28.13,3,2834.24,54
3/14/2017,122,90,4127.32,59,3803.6,68,9.33,1,3451.07,56
3/13/2017,134,110,5819.59,91,2779.53,57,102,1,2413.64,50
3/12/2017,0,0,262.86,4,0,0,25,1,0,0
3/11/2017,98,83,2440.66,41,2289.89,31,99.53,2,1452.75,27
3/10/2017,120,95,5494.45,72,4308.4,72,88.42,4,3259.76,58
3/9/2017,97,90,6019.42,70,5339.13,61,26.63,2,4228.11,53
3/8/2017,118,84,4006.42,51,2835.06,56,N/A,0,2525.15,49
3/7/2017,113,101,4677.68,72,5209.03,64,106.83,3,3850.76,58
3/6/2017,143,112,9662.17,94,4939.94,60,25,1,3823.3,51
3/5/2017,0,0,333.6,3,0,0,N/A,0,0,0
3/4/2017,65,77,4636.07,55,2572.1,48,N/A,0,2234.51,44
3/3/2017,90,85,4688.64,66,3419.01,62,319.43,2,2597.61,43
3/2/2017,186,86,6814.88,77,3475.3,57,49.39,3,1616.78,32
3/1/2017,0,88,5677.88,94,4501.1,69,400.35,3,2299.66,43
2/28/2017,102,88,3670.98,62,14608.27,106,173,1,8449.29,74
2/27/2017,124,99,4695.29,62,8184.72,85,326.8,3,2123.19,55
2/26/2017,0,0,434.53,7,0,0,N/A,0,0,0
2/25/2017,81,86,2717.76,47,2461.4,43,20.73,3,1616.43,36
2/24/2017,101,94,3465.87,70,3933.44,66,5.93,1,2857.23,57
2/23/2017,89,90,4578.2,64,4718.35,59,0,1,2878.79,48
2/22/2017,95,97,4686.02,67,4044.41,66,N/A,0,2661.56,60
2/21/2017,180,89,2922.23,59,3897.81,55,212.96,5,2968.91,49
2/20/2017,105,121,6681.83,85,6683.8,78,91.36,3,4878.91,67
2/19/2017,0,0,271.46,3,0,0,14.3,1,0,0
2/18/2017,94,82,2827.03,41,2598.99,39,N/A,0,1798.43,36
2/17/2017,89,81,4152.82,72,2735.11,45,7.02,2,2626.98,44
2/16/2017,76,80,4116.99,57,3349.9,44,41.73,2,2561.29,39
2/15/2017,75,82,5056.15,63,3986.74,61,128.86,1,3870.94,57
2/14/2017,106,100,4863.02,65,5162.88,64,112.75,4,4004.38,56
2/13/2017,132,100,4891.8,75,3310.38,62,57.7,4,2971.79,53
2/12/2017,0,0,460.46,10,0,0,50,2,0,0
2/11/2017,104,79,3035.36,37,2110.98,37,0,1,1224.65,29
2/10/2017,100,82,7017.73,86,4695.38,82,44.63,2,3620.56,64
2/9/2017,111,88,5395.48,74,8004.84,60,7.9,1,7524.28,50
2/8/2017,88,87,5057.85,78,2339.82,49,240,2,2330.39,48
2/7/2017,127,91,5228.31,68,3224.96,54,166.63,2,2606.31,45
2/6/2017,67,118,8057.56,79,4576.45,79,61.76,2,2494.15,58
2/5/2017,103,0,422.69,12,0,0,N/A,0,0,0
2/4/2017,80,90,4130.04,49,2337.24,38,N/A,0,2045.18,35
2/3/2017,93,90,9278.51,80,4097.62,55,93.49,2,3145.76,40
2/2/2017,108,95,5610.75,68,3230.09,51,31.73,4,1401.93,33
2/1/2017,118,97,9284.36,111,2971.87,60,314.74,5,1415.27,31
1/31/2017,131,94,2405.98,85,11489.43,123,14.43,1,10366.08,112
1/30/2017,123,101,6224.06,84,10593.17,120,-5,1,7970.62,105
1/29/2017,0,0,1114.22,10,228,1,113.6,3,228,1
1/28/2017,98,82,1846.56,46,2210.03,39,247.12,3,2210.03,39
1/27/2017,86,88,6424.8,76,7318.94,97,40.03,1,6027.79,89
1/26/2017,86,87,4433.07,72,3922.63,63,544.7,2,3531.76,59
1/25/2017,120,93,5578.1,83,4587.08,57,271.54,5,3970.13,51
1/24/2017,120,101,4773.68,74,2968.9,66,270.35,4,2876.23,64
1/23/2017,184,116,6657.21,80,6921.93,88,4.03,4,4319.51,79
1/22/2017,0,0,384.18,12,25.87,1,35.03,1,25.87,1
1/21/2017,84,88,3723.39,54,755.61,24,6.92,2,454.69,21
1/20/2017,97,96,5738.38,82,6037.43,79,9.5,1,5495.95,72
1/19/2017,103,88,5771.98,83,5632.19,65,47.79,3,5135.24,61
1/18/2017,82,96,9461.83,101,6258.99,73,331.63,6,6257.48,69
1/17/2017,135,96,9484.03,91,7065.95,73,N/A,0,6864.22,71
1/16/2017,83,110,7139.04,97,4576.88,77,38.29,1,4180.23,71
1/15/2017,115,73,306.28,11,0,0,25,2,0,0
1/14/2017,121,78,3332.36,48,3129.94,41,0,1,2327.66,37
1/13/2017,123,92,8396.3,99,5517.52,100,25.02,2,4469.25,90
1/12/2017,121,96,8725.27,104,4269.99,71,139.13,5,4187.35,69
1/11/2017,98,92,6943.7,96,5176.01,68,129.79,5,4510.06,64
1/10/2017,99,95,14270.61,117,4199.85,70,142.18,5,3972.06,67
1/9/2017,183,112,6730.15,96,7254.29,71,N/A,0,4045.85,61
1/8/2017,0,0,2241.42,13,0,0,N/A,0,0,0
1/7/2017,121,99,3873.76,58,2524.24,39,100.02,2,2424.13,37
1/6/2017,119,81,7342.53,92,3748.46,61,369.85,3,2908.27,51
1/5/2017,101,85,5524.21,80,5102.52,54,0,1,3385.05,47
1/4/2017,109,95,5977.52,81,3038.4,64,297.98,4,2594.43,51
1/3/2017,81,96,8963.23,94,2707.71,54,109.4,3,1521.47,38
1/2/2017,81,92,1845.17,35,984.01,15,N/A,0,533.66,10
1/1/2017,0,0,422.19,7,30.13,1,N/A,0,30.13,1
12/31/2016,97,86,1733.99,36,12154.37,176,123.96,4,5086.13,35
12/30/2016,62,85,5505.1,70,3949.86,69,N/A,0,2496.5,58
12/29/2016,89,85,4660.97,57,1881.65,33,77.27,3,1881.65,33
12/28/2016,58,85,3769.35,56,2177.35,39,134.2,1,2177.35,39
12/27/2016,33,74,1595.76,23,970.14,17,59.04,2,970.14,17
12/26/2016,62,95,1375.95,20,2495.47,30,14.2,1,2495.47,30
12/25/2016,0,0,616.4,7,0,0,N/A,0,0,0
12/24/2016,97,75,2217.46,34,3289.7,39,N/A,0,3127.04,38
12/23/2016,200,118,5151.28,59,6834.56,67,80.17,3,4401.6,49
12/22/2016,0,0,3360.77,44,3891.46,42,N/A,0,2788.15,39
12/21/2016,0,0,5425.33,48,5202.66,43,10.48,2,3950.01,32
12/20/2016,70,86,4368.09,44,2651.68,38,66.46,1,2483.19,35
12/19/2016,79,92,4391.45,42,5742.08,41,387.1,3,5025.35,36
12/18/2016,0,0,772.59,6,0,0,N/A,0,0,0
12/17/2016,133,71,3860.31,33,1739.06,13,N/A,0,1707.08,11
12/16/2016,0,80,4367.35,41,6591.94,47,453.17,3,5035.79,39
12/15/2016,72,80,4104.11,41,3698.15,48,N/A,0,3312.23,41
12/14/2016,84,82,4700.15,42,9978.49,74,0,1,4026.44,36
12/13/2016,117,89,5469.75,69,3850.44,50,N/A,0,3538.35,48
12/12/2016,203,84,4072.4,44,3113.47,33,20.9,1,2708.33,30
12/11/2016,0,0,174.36,3,0,0,N/A,0,0,0
12/10/2016,0,74,1624.84,23,1157.23,10,91,1,886.62,9
12/9/2016,96,77,3950.29,42,5420.14,56,N/A,0,3989.95,42
12/8/2016,68,82,4622.76,53,4989.6,46,137.36,3,3073.73,37
12/7/2016,65,80,3070.87,45,1913.05,39,N/A,0,1644.04,34
12/6/2016,82,82,9098.02,63,5538.03,59,142.7,2,4586.51,52
12/5/2016,87,91,5681.12,70,7715.25,115,321.69,5,2880.78,41
12/4/2016,0,0,126.04,4,0,0,N/A,0,0,0
12/3/2016,56,77,3208.33,49,2215.68,30,N/A,0,1671.41,24
12/2/2016,64,76,4416.53,58,4064.8,43,222.95,5,2846.61,29
12/1/2016,80,82,5391.32,63,4109.4,47,25,3,1841.55,28
11/30/2016,50,82,6416.61,63,15944.35,138,N/A,0,11125.93,103
11/29/2016,86,83,4400.84,61,8303.3,81,27.95,1,3836.32,47
11/28/2016,112,99,5974.36,69,5326.23,73,137.86,4,3577.6,62
11/27/2016,0,0,547.27,8,0,0,N/A,0,0,0
11/26/2016,68,70,2402.6,50,2851.79,37,23.5,1,2803.39,36
11/25/2016,61,81,4408.46,76,7105.09,90,19.48,2,4840.88,81
11/24/2016,61,83,6329.36,69,2780.03,47,147,4,2166.16,42
11/23/2016,60,85,3005.08,48,2487.74,42,95.5,1,2041.71,41
11/22/2016,69,75,3799.26,54,2908.99,46,222.15,2,2597.03,41
11/21/2016,142,104,5242.1,68,5507.39,70,11.26,1,5098.72,63
11/20/2016,0,0,1072.34,5,0,0,N/A,0,0,0
11/19/2016,0,79,2608.29,39,2788.16,41,N/A,0,2571.96,39
11/18/2016,58,80,5774.21,68,3778.97,48,N/A,0,2559.07,40
11/17/2016,66,79,2857.39,49,4334.96,36,14.34,2,4073.08,33
11/16/2016,59,87,6517.99,74,5746.29,62,337.73,2,4569.43,54
11/15/2016,58,82,7052.74,76,5476.16,70,104.6,2,4680.25,63
11/14/2016,89,89,4996.51,67,5985.67,69,22.27,2,5121,64
11/13/2016,0,0,190.91,5,0,0,N/A,0,0,0
11/12/2016,53,81,2489.96,30,1989.93,27,25,1,1570.2,21
11/11/2016,46,83,3609.56,60,4954.4,54,297.96,3,3935.14,46
11/10/2016,53,88,4681.37,54,4384.53,41,-1.5,1,4280.13,38
11/9/2016,69,78,5460.33,65,3505.45,48,N/A,0,3273.5,44
11/8/2016,74,87,6078.39,77,4701.7,59,241.52,5,2952.88,47
11/7/2016,64,100,3877.82,72,3104.8,50,40.71,3,2146.95,44
11/6/2016,0,0,129.15,5,0,0,N/A,0,0,0
11/5/2016,60,81,2629.02,36,1521.87,36,91.04,2,1097.49,30
11/4/2016,148,90,3949.83,71,4434.84,58,56.5,4,2463.58,38
11/3/2016,0,73,8928.95,70,2543.07,39,148.25,4,1870.29,29
11/2/2016,84,80,5852.37,62,3934.05,56,N/A,0,2744.68,39
11/1/2016,88,86,8202.12,83,4263.73,61,37.94,2,1096.97,24
10/31/2016,82,88,3973.84,75,15068.58,156,6.18,1,8492.75,103
10/30/2016,0,0,161.28,4,0,0,N/A,0,0,0
10/29/2016,67,77,2498.17,36,5688.18,43,N/A,0,2371.24,26
10/28/2016,71,78,4322.67,60,4850.34,62,0,2,4298.15,57
10/27/2016,74,81,4742.38,55,4032.39,49,75.85,1,3290.19,42
10/26/2016,62,85,4810.87,70,4111.54,51,N/A,0,3643.34,48
10/25/2016,72,83,4166.36,74,4576.15,67,N/A,0,2360.18,49
10/24/2016,81,102,5340.26,67,3584.01,47,20,1,3228.79,45
10/23/2016,0,0,355.79,7,0,0,N/A,0,0,0
10/22/2016,57,74,3433.15,37,3382.16,32,N/A,0,2637.09,27
10/21/2016,62,80,3495.37,58,3668,71,49.8,2,2710.48,59
10/20/2016,68,84,4843.18,66,5026.86,67,163,2,3163.71,54
10/19/2016,73,80,4203.9,57,3491.87,57,N/A,0,2925.49,53
10/18/2016,64,91,6684.25,60,3932.93,55,170.87,3,3531.5,50
10/17/2016,31,100,6922.68,83,7165.22,60,24.85,1,5943.65,53
10/16/2016,51,72,95.58,4,0,0,N/A,0,0,0
10/15/2016,71,90,7164.39,47,3118.43,44,109.1,1,2198.26,39
10/14/2016,75,86,5222.31,78,4385.25,57,254.05,3,2823.6,48
10/13/2016,66,94,5566.48,64,2984.61,44,284.7,4,2800.67,42
10/12/2016,81,94,4454.9,79,2787.09,55,180.75,6,1919.42,48
10/11/2016,94,86,4949.61,64,4088.04,51,108.3,2,3819.19,45
10/10/2016,69,105,4364.41,67,4906.8,67,191,1,2931.65,54
10/9/2016,0,0,106.61,2,0,0,N/A,0,0,0
10/8/2016,59,82,4003.02,50,1506.95,23,N/A,0,1445.49,21
10/7/2016,85,87,4874.02,57,3210.77,57,12.6,1,2476.07,45
10/6/2016,70,84,3021.72,60,2817.17,57,376.01,4,2250.94,47
10/5/2016,52,92,3991.39,66,2298.66,64,4.08,1,1988.07,53
10/4/2016,77,85,4315.87,72,4171.59,69,-0.5,1,2290.35,42
10/3/2016,208,125,6629.43,92,4882.37,74,6.55,1,3088.04,52
10/2/2016,0,0,1165.44,14,0,0,N/A,0,0,0
10/1/2016,0,74,4771.16,61,2281.23,24,184,3,793.43,15
9/30/2016,48,80,2599.53,54,11228.11,122,3.5,1,8858.06,84
9/29/2016,75,72,3236.65,63,2114.19,51,18.05,2,1744.29,43
9/28/2016,83,77,2776.36,52,2414.41,45,40.34,2,2296.21,41
9/27/2016,108,79,5546.55,70,3846.59,66,139.39,4,3394.14,60
9/26/2016,120,89,3951.72,67,4469.84,62,152.69,1,3115.01,53
9/25/2016,0,0,80.45,3,0,0,N/A,0,0,0
9/24/2016,75,78,2190.05,34,2390.68,38,74.6,1,2073.56,31
9/23/2016,70,75,4718.72,63,3911.39,50,24.9,1,3259.83,43
9/22/2016,70,75,3887.64,47,3050.72,46,N/A,0,2833.96,44
9/21/2016,62,77,3662.5,59,5614.49,53,0,1,5405.64,50
9/20/2016,73,84,5393.76,70,3973.41,65,34.5,1,3137.73,59
9/19/2016,101,91,5025.17,68,2957.21,63,95.49,1,2798.8,58
9/18/2016,0,0,391.71,7,0,0,N/A,0,0,0
9/17/2016,67,80,2641.49,39,2682.48,40,N/A,0,2489.86,37
9/16/2016,64,74,4288.86,52,2936.87,57,N/A,0,2474.5,48
9/15/2016,100,77,4641.5,70,4425.06,55,22.06,3,3743.75,49
9/14/2016,90,87,5756.17,65,3629.72,51,23.36,1,2442.69,47
9/13/2016,79,76,2133.8,45,2139.82,38,49.7,2,2138.63,37
